"modul","semester","termin","pruefer","anzahl","bestanden","nichtBestanden","schnitt","schnittBestanden","X1_0","X1_3","X1_7","X2_0","X2_3","X2_7","X3_0","X3_3","X3_7","X4_0","X5_0","ohneNote"
329,62,"06.10.2015","Maurer",17,17,0,2.076,2.076,NA,11.8,17.6,23.5,29.4,17.6,NA,NA,NA,NA,NA,NA
1331,53,"02.08.2011","Boztug",49,32,16,3.429,2.594,2,10.2,4.1,4.1,6.1,10.2,10.2,6.1,8.2,4.1,34.7,NA
1331,55,"26.10.2012","Boztug",15,12,3,2.927,2.408,6.7,6.7,NA,26.7,6.7,NA,13.3,13.3,6.7,NA,20,NA
1331,55,"02.08.2012","Boztug",21,18,2,2.752,2.378,4.8,4.8,28.6,NA,9.5,9.5,4.8,14.3,9.5,NA,14.3,NA
1331,56,"22.04.2013","Boztug",21,16,5,3.495,3.025,NA,NA,4.8,4.8,9.5,9.5,14.3,9.5,14.3,9.5,23.8,NA
1331,56,"19.02.2013","Boztug",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,58,"05.05.2014","Boztug",26,11,15,3.946,2.509,3.8,3.8,3.8,3.8,3.8,3.8,3.8,11.5,3.8,NA,57.7,NA
1331,58,"17.02.2014","Boztug",18,12,6,3.472,2.708,5.6,NA,5.6,11.1,5.6,NA,5.6,27.8,NA,5.6,33.3,NA
1331,60,"04.05.2015","Boztug",32,15,17,3.728,2.287,6.3,6.3,NA,15.6,3.1,3.1,3.1,NA,3.1,6.3,53.1,NA
1331,60,"16.02.2015","Boztug",24,18,6,3.246,2.661,8.3,NA,4.2,8.3,12.5,4.2,8.3,16.7,8.3,4.2,25,NA
940,54,"27.04.2012","Boztug",76,49,27,3.645,2.898,3.9,2.6,1.3,1.3,9.2,9.2,11.8,6.6,7.9,10.5,35.5,NA
940,54,"21.02.2012","Boztug",49,33,16,3.484,2.748,2,6.1,4.1,6.1,2,12.2,12.2,10.2,4.1,8.2,32.7,NA
940,55,"09.11.2012","Boztug",72,42,29,3.892,3.1,1.4,2.8,2.8,2.8,4.2,6.9,5.6,5.6,11.1,15.3,41.7,NA
940,55,"01.11.2012","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,55,"31.07.2012","Boztug",53,37,16,3.432,2.754,1.9,3.8,11.3,3.8,5.7,9.4,5.7,9.4,11.3,7.5,30.2,NA
940,57,"23.07.2013","Boztug",72,64,8,3.115,2.88,5.6,4.2,5.6,6.9,5.6,11.1,8.3,11.1,16.7,13.9,11.1,NA
940,59,"29.07.2014","Boztug",84,73,11,2.848,2.523,3.6,2.4,13.1,13.1,13.1,10.7,9.5,9.5,8.3,3.6,13.1,NA
940,61,"28.07.2015","Boztug",115,94,21,3.058,2.624,2.6,2.6,4.3,8.7,16.5,15.7,13.9,7.8,7.8,1.7,18.3,NA
1648,52,"17.11.2010","Boztug",20,19,1,2.663,2.533,NA,5,NA,5,5,NA,5,NA,NA,NA,5,5
1648,54,"16.01.2012","Boztug",25,20,5,2.788,2.235,4,8,16,16,8,8,12,4,NA,4,20,NA
1648,56,"14.12.2012","Boztug",22,21,1,2.436,2.314,NA,18.2,9.1,13.6,18.2,13.6,13.6,NA,4.5,4.5,4.5,NA
1648,58,"09.01.2014","Boztug",21,20,1,1.905,1.75,9.5,28.6,14.3,28.6,NA,14.3,NA,NA,NA,NA,4.8,NA
1648,60,"09.01.2015","Boztug",20,19,1,2.26,2.116,NA,15,10,25,25,10,10,NA,NA,NA,5,NA
1648,62,"21.01.2016","Elshiewy",25,24,1,1.924,1.796,4,12,48,8,24,NA,NA,NA,NA,NA,4,NA
6707,52,"01.03.2011","Dierkes",56,28,28,3.794,2.444,7.1,1.8,1.8,8.9,5.4,1.8,1.8,10.7,1.8,3.6,50,5.4
6707,52,"06.01.2011","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6707,53,"03.08.2011","Dierkes",28,21,7,3.225,2.633,NA,7.1,3.6,14.3,7.1,14.3,7.1,10.7,3.6,7.1,25,NA
6707,55,"24.07.2012","Dierkes",47,37,10,2.989,2.446,NA,6.4,19.1,12.8,4.3,8.5,8.5,10.6,4.3,4.3,21.3,NA
6707,57,"30.07.2013","Dierkes",35,28,6,3.012,2.586,2.9,2.9,5.7,11.4,5.7,5.7,20,2.9,5.7,NA,17.1,2.9
6707,59,"05.08.2014","Dierkes",30,25,5,2.817,2.38,10,10,10,3.3,3.3,10,6.7,NA,6.7,10,16.7,NA
6707,61,"29.07.2015","Dierkes",26,17,9,3.346,2.471,3.8,NA,7.7,3.8,11.5,15.4,3.8,11.5,NA,NA,34.6,NA
11816,56,"19.01.2013","Klett",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11816,61,"15.05.2015","Lehmann",12,10,2,2.55,2.06,NA,16.7,16.7,25,8.3,NA,8.3,8.3,NA,NA,16.7,NA
12091,52,"03.03.2011","Muntermann",14,11,3,2.971,2.418,7.1,NA,NA,7.1,28.6,21.4,7.1,7.1,NA,NA,21.4,NA
12091,53,"04.08.2011","Muntermann",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12091,55,"09.08.2012","Muntermann",25,22,3,2.612,2.286,16,NA,8,20,12,8,8,8,NA,8,12,NA
12091,57,"01.08.2013","Muntermann",25,20,5,2.824,2.28,16,8,4,4,16,12,NA,8,8,4,20,NA
12091,59,"14.08.2014","Muntermann",54,47,7,2.869,2.551,1.9,5.6,7.4,14.8,13,13,11.1,11.1,3.7,5.6,13,NA
12091,61,"06.08.2015","Muntermann",59,51,8,2.775,2.425,3.4,1.7,13.6,18.6,20.3,8.5,1.7,5.1,6.8,6.8,13.6,NA
12099,52,"20.05.2011","Hammerschmidt",15,13,2,2.753,2.408,NA,6.7,6.7,26.7,13.3,13.3,6.7,6.7,NA,6.7,13.3,NA
12099,52,"17.05.2011","Hammerschmidt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12099,52,"22.02.2011","Hammerschmidt",37,32,5,2.557,2.175,8.1,13.5,5.4,18.9,10.8,10.8,10.8,2.7,5.4,NA,13.5,NA
12099,52,"11.01.2011","Hammerschmidt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12099,54,"04.05.2012","Hammerschmidt",31,29,2,2.523,2.352,3.2,6.5,6.5,9.7,29,19.4,16.1,3.2,NA,NA,6.5,NA
12099,54,"14.02.2012","Hammerschmidt",32,30,2,2.622,2.463,6.3,3.1,9.4,12.5,18.8,12.5,12.5,12.5,3.1,3.1,6.3,NA
12099,54,"10.01.2012","Hammerschmidt",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12099,56,"26.04.2013","Hammerschmidt",47,44,3,2.562,2.395,6.4,8.5,10.6,17,10.6,12.8,8.5,6.4,6.4,6.4,6.4,NA
12099,56,"22.03.2013","Hammerschmidt",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12099,56,"12.02.2013","Hammerschmidt",16,16,0,2.188,2.187,6.3,6.3,31.3,6.3,25,6.3,NA,12.5,6.3,NA,NA,NA
12099,58,"25.04.2014","Hammerschmidt",67,55,12,2.925,2.473,3,3,14.9,13.4,7.5,16.4,6,9,3,6,17.9,NA
12099,58,"11.02.2014","Hammerschmidt",23,20,3,2.817,2.49,8.7,4.3,NA,17.4,21.7,4.3,8.7,8.7,4.3,8.7,13,NA
12099,60,"20.04.2015","Hammerschmidt",70,66,4,2.737,2.6,4.3,4.3,8.6,11.4,17.1,11.4,12.9,8.6,7.1,8.6,5.7,NA
12099,60,"09.02.2015","Hammerschmidt",34,29,5,2.688,2.29,11.8,2.9,11.8,11.8,8.8,17.6,5.9,11.8,NA,2.9,14.7,NA
13227,54,"01.02.2012","Muntermann",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13227,56,"31.12.2012","Muntermann",14,14,0,1.943,1.943,14.3,14.3,14.3,14.3,28.6,7.1,NA,7.1,NA,NA,NA,NA
13227,58,"09.01.2014","Muntermann",16,16,0,1.894,1.894,12.5,12.5,12.5,31.3,18.8,12.5,NA,NA,NA,NA,NA,NA
13227,62,"08.01.2016","Muntermann",20,16,4,2.57,1.962,10,5,15,35,NA,NA,15,NA,NA,NA,20,NA
12610,53,"10.08.2011","Hammerschmidt",15,14,1,2.535,2.359,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,6.7,NA
12610,55,"29.08.2012","Hammerschmidt",18,18,0,2.006,2.006,NA,NA,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA
12610,57,"01.03.2013","Hammerschmidt",18,18,0,2.044,2.044,NA,NA,33.3,33.3,22.2,11.1,NA,NA,NA,NA,NA,NA
12610,59,"11.07.2014","Hammerschmidt",22,22,0,2.086,2.086,NA,NA,18.2,40.9,36.4,4.5,NA,NA,NA,NA,NA,NA
12610,61,"26.06.2015","Hammerschmidt",20,18,2,2.605,2.339,NA,NA,20,20,20,15,5,5,5,NA,10,NA
17797,54,"22.02.2012","Wolff",99,94,5,2.634,2.509,3,8.1,10.1,13.1,12.1,15.2,15.2,6.1,5.1,7.1,5.1,NA
17797,56,"20.02.2013","Wolff",87,82,5,2.517,2.366,4.6,9.2,10.3,13.8,17.2,14.9,10.3,4.6,5.7,3.4,5.7,NA
17797,58,"19.02.2014","Wolff",153,130,23,3.021,2.671,1.3,3.3,5.9,9.2,15.7,15.7,11.1,11.8,6.5,4.6,15,NA
17797,60,"17.02.2015","Wolff",121,102,19,3.165,2.824,0.8,4.1,5.8,6.6,10.7,12.4,11.6,14,10.7,7.4,15.7,NA
17800,55,"01.08.2012","Wolff",24,24,0,2.075,2.075,8.3,8.3,16.7,16.7,33.3,8.3,NA,8.3,NA,NA,NA,NA
17800,57,"27.06.2013","Wolff",24,24,0,1.917,1.917,NA,16.7,33.3,25,16.7,NA,8.3,NA,NA,NA,NA,NA
17800,59,"02.07.2014","Wolff",24,24,0,1.933,1.933,NA,16.7,25,41.7,4.2,8.3,NA,4.2,NA,NA,NA,NA
17800,61,"25.06.2015","Wolff",24,24,0,2.204,2.204,NA,16.7,8.3,12.5,29.2,25,8.3,NA,NA,NA,NA,NA
17804,54,"31.03.2012","Lademann",30,30,0,2.067,2.067,NA,NA,33.3,33.3,16.7,16.7,NA,NA,NA,NA,NA,NA
17804,56,"31.05.2013","Lademann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17804,56,"12.04.2013","Lademann",18,18,0,2.256,2.256,NA,5.6,16.7,27.8,27.8,5.6,11.1,NA,NA,5.6,NA,NA
17804,56,"11.04.2013","Lademann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17804,56,"18.03.2013","Lademann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17804,58,"31.03.2014","Lademann",21,21,0,2.19,2.19,4.8,9.5,4.8,33.3,19,19,4.8,NA,4.8,NA,NA,NA
17804,60,"13.03.2015","Lademann",24,24,0,2.183,2.183,NA,NA,33.3,16.7,16.7,33.3,NA,NA,NA,NA,NA,NA
17813,54,"31.12.2011","Balleer",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17813,56,"29.01.2013","Balleer",10,10,0,2.18,2.18,10,NA,20,30,NA,20,20,NA,NA,NA,NA,NA
17813,58,"11.12.2013","Balleer",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17813,60,"21.01.2015","Balleer",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17813,62,"10.01.2016","Balleer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25775,56,"02.04.2013","Dannewald",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35952,56,"20.02.2013","Froese",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35952,58,"24.01.2014","Froese",20,20,0,1.74,1.74,30,10,20,10,10,20,NA,NA,NA,NA,NA,NA
35952,60,"13.02.2015","Froese",20,20,0,1.62,1.62,NA,40,55,NA,NA,NA,NA,5,NA,NA,NA,NA
36011,56,"06.02.2013","Froese",13,13,0,1.885,1.885,NA,30.8,15.4,15.4,30.8,7.7,NA,NA,NA,NA,NA,NA
36011,58,"12.12.2013","Froese",18,17,1,2.111,1.941,NA,16.7,33.3,5.6,27.8,11.1,NA,NA,NA,NA,5.6,NA
36011,60,"15.01.2015","Froese",22,22,0,1.895,1.895,NA,13.6,31.8,31.8,18.2,4.5,NA,NA,NA,NA,NA,NA
36011,62,"14.01.2016","Froese",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37487,57,"15.10.2013","Froese",90,81,8,3.143,2.932,NA,1.1,4.4,5.6,7.8,16.7,15.6,23.3,8.9,4.4,10,2.2
37487,57,"23.07.2013","Froese",91,86,5,2.478,2.327,4.4,5.5,17.6,15.4,12.1,15.4,7.7,5.5,4.4,3.3,5.5,3.3
37487,57,"16.07.2013","Froese",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37487,59,"14.10.2014","Froese",160,136,24,3.164,2.84,NA,1.3,3.1,8.1,15.6,18.1,12.5,9.4,8.8,8.1,15,NA
37487,59,"05.08.2014","Froese",103,94,9,2.899,2.698,1,3.9,5.8,11.7,14.6,15.5,13.6,11.7,6.8,6.8,8.7,NA
37487,61,"30.10.2015","Froese",192,181,11,2.858,2.727,1.6,4.2,6.3,11.5,14.6,13.5,12,13,8.9,8.3,5.7,0.5
37487,61,"28.07.2015","Froese",96,86,10,2.733,2.47,2.1,4.2,12.5,10.4,19.8,10.4,13.5,11.5,4.2,1,10.4,NA
39738,57,"24.07.2013","Meyer",12,11,1,2.1,1.836,NA,41.7,16.7,8.3,8.3,NA,16.7,NA,NA,NA,8.3,NA
39738,59,"06.08.2014","Meyer",17,14,3,2.647,2.143,5.9,11.8,23.5,5.9,17.6,NA,5.9,NA,5.9,5.9,17.6,NA
39738,61,"29.07.2015","Meyer",16,15,1,2.406,2.233,6.3,12.5,25,12.5,6.3,12.5,NA,NA,12.5,6.3,6.3,NA
41994,58,"06.12.2013","Oehmichen",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41994,62,"11.12.2015","Oehmichen",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42737,58,"14.01.2014","Schäfer",14,8,6,3.236,1.912,NA,7.1,14.3,21.4,14.3,NA,NA,NA,NA,NA,42.9,NA
42737,60,"21.01.2015","Dierkes",19,18,1,2.211,2.056,NA,10.5,26.3,31.6,15.8,NA,5.3,NA,NA,5.3,5.3,NA
42737,62,"29.01.2016","Dierkes",11,11,0,1.936,1.936,NA,18.2,27.3,18.2,27.3,9.1,NA,NA,NA,NA,NA,NA
43392,58,"07.03.2014","Oestreicher",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43392,58,"06.12.2013","Oestreicher",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43392,59,"01.08.2014","Oestreicher",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43392,60,"24.02.2015","Oestreicher",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45091,60,"18.12.2014","Oestreicher",11,11,0,2.555,2.555,9.1,18.2,NA,9.1,NA,27.3,NA,9.1,27.3,NA,NA,NA
45091,62,"04.02.2016","Oestreicher",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45091,62,"17.12.2015","Oestreicher",18,17,1,2.583,2.441,5.6,16.7,5.6,5.6,NA,33.3,16.7,NA,5.6,5.6,5.6,NA
45097,59,"05.08.2014","Froese",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45097,59,"11.07.2014","Froese",17,17,0,1.694,1.694,NA,70.6,NA,NA,23.5,NA,NA,NA,NA,5.9,NA,NA
45097,61,"09.07.2015","Froese",20,20,0,1.43,1.43,NA,75,20,NA,5,NA,NA,NA,NA,NA,NA,NA
46484,58,"31.03.2014","Geldermann",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50357,60,"27.04.2015","Jahn",44,26,18,3.575,2.588,2.3,2.3,6.8,6.8,9.1,4.5,18.2,2.3,NA,6.8,40.9,NA
50357,60,"17.12.2014","Jahn",50,43,7,2.878,2.533,10,4,4,10,14,10,8,12,10,4,14,NA
50357,62,"18.12.2015","Jahn",60,47,13,2.84,2.243,5,8.3,13.3,11.7,10,11.7,11.7,3.3,NA,3.3,21.7,NA
54036,61,"20.07.2015","Bonache",50,47,3,2.392,2.226,10,20,4,16,6,14,10,2,6,6,6,NA
54071,61,"20.07.2015","Merz",28,19,9,3.089,2.184,14.3,3.6,7.1,10.7,NA,14.3,10.7,3.6,3.6,NA,32.1,NA
54707,52,"04.02.2011","Lahner",19,19,0,1.795,1.795,NA,42.1,15.8,10.5,21.1,10.5,NA,NA,NA,NA,NA,NA
54707,53,"04.07.2011","Lahner",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54707,53,"31.05.2011","Lahner",17,15,2,2.112,1.727,11.8,17.6,23.5,11.8,23.5,NA,NA,NA,NA,NA,11.8,NA
54707,54,"30.01.2012","Lahner",18,18,0,1.706,1.706,NA,27.8,44.4,16.7,11.1,NA,NA,NA,NA,NA,NA,NA
54707,55,"04.07.2012","Lahner",19,19,0,1.679,1.679,10.5,31.6,15.8,36.8,NA,NA,5.3,NA,NA,NA,NA,NA
54707,56,"30.01.2013","Lahner",19,18,1,1.842,1.667,NA,47.4,5.3,31.6,10.5,NA,NA,NA,NA,NA,5.3,NA
54707,57,"06.06.2013","Lahner",19,19,0,1.568,1.568,10.5,26.3,47.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA
54707,59,"11.07.2014","Lahner",16,16,0,1.638,1.637,12.5,12.5,50,25,NA,NA,NA,NA,NA,NA,NA,NA
54707,61,"18.06.2015","Lahner",20,19,1,1.945,1.784,NA,15,55,15,5,NA,5,NA,NA,NA,5,NA
348,53,"01.09.2011","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,53,"27.07.2011","Dierkes",38,36,2,2.421,2.23,NA,7.9,2.6,7.9,2.6,10.5,7.9,NA,NA,NA,5.3,23.7
348,55,"07.11.2012","Dierkes",23,20,3,3.217,2.86,NA,4.3,4.3,4.3,NA,17.4,NA,30.4,NA,4.3,13,21.7
348,55,"28.08.2012","Dierkes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,55,"31.07.2012","Dierkes",38,27,11,3.152,2.022,15.8,2.6,5.3,NA,5.3,7.9,5.3,2.6,2.6,NA,28.9,23.7
348,57,"22.11.2013","Dierkes",27,21,6,2.935,2.206,14.8,3.7,3.7,3.7,14.8,3.7,7.4,7.4,NA,3.7,22.2,14.8
348,57,"16.07.2013","Dierkes",63,50,13,2.823,2.115,6.3,6.3,14.3,6.3,14.3,3.2,9.5,NA,NA,3.2,20.6,15.9
348,59,"12.12.2014","Dierkes",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,59,"11.12.2014","Dierkes",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,59,"10.11.2014","Dierkes",26,18,8,3.244,2.418,15.4,3.8,7.7,3.8,3.8,11.5,NA,NA,NA,19.2,30.8,3.8
348,59,"29.07.2014","Dierkes",63,50,13,2.794,2.208,14.3,6.3,11.1,9.5,9.5,4.8,6.3,7.9,1.6,6.3,20.6,1.6
348,59,"04.04.2014","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,61,"13.11.2015","Dierkes",38,24,14,3.563,2.725,7.9,NA,2.6,5.3,7.9,7.9,10.5,5.3,7.9,7.9,36.8,NA
348,61,"04.11.2015","Dierkes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,61,"21.07.2015","Dierkes",59,39,20,3.371,2.513,8.5,5.1,8.5,5.1,1.7,8.5,6.8,6.8,5.1,8.5,33.9,1.7
343,52,"20.04.2011","Bizer",33,25,8,3.355,2.258,NA,3,12.1,6.1,3,3,3,3,3,NA,24.2,39.4
343,52,"16.02.2011","Bizer",45,35,10,3.567,2.943,NA,4.4,4.4,2.2,4.4,2.2,6.7,8.9,13.3,4.4,22.2,26.7
343,54,"11.04.2012","Kuchinke",19,10,9,4.417,2.667,NA,NA,5.3,NA,5.3,NA,NA,NA,NA,5.3,47.4,36.8
343,54,"15.02.2012","Kuchinke",27,22,5,3.037,2.336,NA,NA,11.1,14.8,7.4,7.4,3.7,7.4,NA,NA,18.5,29.6
343,56,"03.04.2013","Bizer",42,28,14,3.864,3.026,2.4,NA,2.4,NA,7.1,7.1,NA,7.1,16.7,2.4,33.3,21.4
343,56,"13.02.2013","Bizer",46,31,15,3.518,2.628,NA,4.3,6.5,2.2,10.9,13,4.3,4.3,2.2,6.5,32.6,13
343,58,"13.02.2014","Bizer",60,49,11,3.085,2.583,NA,3.3,5,11.7,16.7,10,6.7,8.3,5,3.3,18.3,11.7
343,58,"07.01.2014","Bizer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,59,"03.04.2014","Bizer",42,31,11,3.516,2.911,NA,NA,2.4,4.8,9.5,16.7,11.9,2.4,11.9,4.8,26.2,9.5
343,60,"12.02.2015","Bizer",46,38,8,2.872,2.386,8.7,2.2,13,15.2,NA,15.2,6.5,2.2,8.7,4.3,17.4,6.5
343,60,"06.11.2014","Bizer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,61,"25.08.2015","Bizer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,61,"09.04.2015","Bizer",41,28,13,3.276,2.475,7.3,NA,4.9,12.2,14.6,4.9,12.2,2.4,4.9,4.9,31.7,NA
343,62,"07.04.2016","Birg",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,62,"18.02.2016","Birg",48,42,6,2.819,2.507,4.2,12.5,4.2,8.3,16.7,6.3,14.6,8.3,4.2,8.3,12.5,NA
346,53,"13.07.2011","König",24,24,0,1.971,1.971,20.8,20.8,12.5,12.5,4.2,8.3,12.5,NA,NA,8.3,NA,NA
346,55,NA,"König",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,55,NA,"N.N.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,55,"17.07.2012","König",29,29,0,2.11,2.11,20.7,6.9,13.8,6.9,13.8,24.1,3.4,3.4,6.9,NA,NA,NA
346,57,"09.07.2013","König",30,25,5,3.015,2.67,10,6.7,6.7,6.7,NA,NA,16.7,6.7,13.3,10,13.3,10
349,52,"10.02.2011","König",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,54,"09.02.2012","König",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,56,NA,"König",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,56,"25.04.2013","N.N.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,56,"05.02.2013","König",21,20,1,2.324,2.19,14.3,4.8,28.6,4.8,9.5,NA,19,4.8,9.5,NA,4.8,NA
56426,62,"22.02.2016","Ohr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56426,62,"19.02.2016","Ohr",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,52,"21.02.2011","Unternehmen Und Märkte",36,32,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,52,"28.01.2011","Unternehmen Und Märkte",364,312,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,53,"14.10.2011","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,53,"08.08.2011","Unternehmen Und Märkte",25,22,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,53,"01.07.2011","Unternehmen Und Märkte",218,185,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,NA,"Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,"30.03.2012","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,"30.03.2012","Unternehmen Und Märkte",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,"29.03.2012","Unternehmen Und Märkte",74,69,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,"27.03.2012","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,54,"31.01.2012","Unternehmen Und Märkte",431,346,85,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,55,"01.10.2012","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,55,"24.09.2012","Unternehmen Und Märkte",188,177,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,55,"05.06.2012","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,56,"31.03.2013","Unternehmen Und Märkte",43,32,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,56,"28.02.2013","Unternehmen Und Märkte",465,413,52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,57,"30.08.2013","Unternehmen Und Märkte",11,11,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,57,"25.05.2013","Unternehmen Und Märkte",147,125,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,58,"07.06.2014","Unternehmen Und Märkte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
103,58,"08.05.2014","Unternehmen Und Märkte",57,55,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
